Identifier,Status catalogue,Business line/Ligne d'affaires,Type of product/ Type de produit,Title/Titre (Eng),Description (English/anglais),Catalogue Link (EN),Title/Titre (Fra),Description (French/français),Catalogue Link (FR),Provider/Fournisseur,Homepage,Product has related courses/Ce produit a des cours connexes,Related courses/Cours connexes,Primary Intended Audience/Public ciblé principal,Total length of English product (h:mm:ss) / Durée totale du produit anglais (h:mm:ss),Total length of French product (h:mm:ss) / Durée totale du produit francais (h:mm:ss) copy,Duration - Showcard,Duration - Product page,Curriculum Architecture Placement/Emplacement dans l'architecture du curriculum,"If Corporate Skills, choose a sub-category/ Si Compétences organisationnelles, choisir une sous-catégorie","If Digital and Data, choose a sub-category/ Si numérique et données , choisir une sous-catégorie","If Healthy Workplace, choose a sub-category/ Si milieu de travail sain, choisir une sous-catégorie","If Public Sector Foundations, choose a sub-category/ Si fondements du secteur public, choisir une sous-catégorie","If Transferable Skills, choose a sub-category/ Si compétences transférables, choisir une sous-catégorie",Topics/Sujets,"Under Communication, are any of these sub-topics applicable?/Sous communication, un de ces sous-sujets est-il applicable ?","Under digital, data and design, are any of these sub-topics applicable?/Sous numérique, données et conception, un de ces sous-sujets est-il applicable ?","Under leadership, are any of these sub-topics applicable?/Sous leadership, un de ces sous-sujets est-il applicable ?","Under wellbeing, are any of these sub-topics applicable?/Sous mieux-être, un de ces sous-sujets est-il applicable ?","Under diversity, inclusion and Indigenous reconciliation, are any of these sub-topics applicable?/Sous diversité, inclusion et réconciliation avec les Autochtones, un de ces sous-sujets est-il applicable ?","Under working with others, are any of these sub-topics applicable?/Sous travailler ensemble, un de ces sous-sujets est-il applicable ?","Under project and product management, are any of these sub-topics applicable?/Sous gestion de produits et de projets, un de ces sous-sujets est-il applicable ?","Under government operations, are any of these sub-topics applicable?/Sous opérations gouvernementales, un de ces sous-sujets est-il applicable ?"
TRN3-PA3,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Learning Path/Parcours d'apprentissage,Project Management Learning Path: Level 3 – Becoming a Project Expert (TRN3-PA3),"Leading complex public sector initiatives demands deep expertise in governance, accountability, and strategic alignment. Level 3 of the Project Management Learning Path empowers experienced professionals to take full ownership of high-impact projects across departments or jurisdictions. Participants will strengthen their ability to lead teams, manage performance, and align project delivery with government-wide outcomes.

Topics include:

·       managing complex procurement relationships

·       leading teams through organizational change and uncertainty

·       evaluating performance metrics and reporting tools

·       applying agile principles in complex environments

·       exercising oversight across high-risk or cross-departmental projects

·       communicating strategic direction with executive stakeholders

Note:

To explore Level 1 and Level 2, as well as related offerings, visit Project Management Learning Path.",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN3-PA3&cm_locale=en,Parcours d’apprentissage sur la gestion de projet : niveau 3 – devenir spécialiste de la gestion de projet (TRN3-PA3),"Pour mener des initiatives complexes dans le secteur public, il faut une grande expertise en matière de gouvernance, de responsabilisation et d’harmonisation stratégique. Le niveau 3 du Parcours d’apprentissage sur la gestion de projet permet à des professionnels chevronnés de prendre en main entièrement des projets susceptibles d’avoir d’importantes retombées dans différents ministères et administrations. Les participants renforceront leur capacité à diriger des équipes, à gérer le rendement et à harmoniser la réalisation des projets avec les résultats à l’échelle du gouvernement.

Sujets traités :

·       gérer des relations complexes en matière d’approvisionnement;

·       diriger des équipes dans un contexte de changement organisationnel et d’incertitude;

·       évaluer les mesures de rendement et les outils d’établissement de rapports;

·       mettre en pratique les principes de la méthode Agile dans des environnements complexes;

·       exercer une surveillance sur des projets à haut risque ou interministériels;

·       communiquer une orientation stratégique aux parties prenantes de la direction.

Remarque :

Pour explorer les niveaux 1 et 2, ainsi que les produits connexes, consultez le Parcours d’apprentissage sur la gestion de projet.",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN3-PA3&cm_locale=fr ,CSPS/EFPC,Brightspace - Registration,Yes/Oui,"TRN369 - Best Practices for Strategic Project Management/Pratiques exemplaires pour la gestion stratégique de projets,TRN368 - Delivering Project Value/Apporter de la valeur aux projets,COR402 - The Procurement Process/Le processus d'approvisionnement,DDN325 - Data Analytics for Managers/Données et analyse des données pour les gestionnaires,DDN318 - Guiding Analysis for Effective Data-Driven Decision-Making/Guider l'analyse pour prendre des décisions efficaces fondées sur les données,TRN412 - Leading Change in an Unpredictable World/Diriger le changement dans un monde imprévisible,TRN465 - Cultivating Productive Mentoring Relationships/Entretenir des relations de mentorat productives,TRN467 - Using Strategic Thinking as a Manager/Utiliser la pensée stratégique en tant que gestionnaire",Employees/Employés,18:00:00,18:00:00,,,Transferable Skills/Compétences transférables,,,,,Project Management/Gestion de project,"Project and product management/Gestion de produits et de projets,Leadership/Leadership,Government operations/Opérations gouvernementales,Communication/Communication,Working with others/Travailler ensemble","Presenting/Présentation,Interpersonal communication/Communication interpersonnelle",,"Risk management/Gestion du risque,Strategic thinking/Réflexion stratégique",,,,"Results orientation/Orientation vers des résultats,Time management/Gestion du temps,Decision making/Prise de décision,Change management/Gestion du changement ,Business and finance/Affaires et finances,Security and privacy/Sécurité et confidentialité,Risk management/Gestion du risque","How government works/Les rouages du gouvernement,Policy and regulation/Politiques et réglementation,Procurement/Approvisionnement,Service delivery/Prestation de services"
TRN3-V01,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Video/Vidéo,Leading Complex Projects Through Teamwork and Collaboration (TRN3-V01),"This video features Edward Hoffman, PhD, NASA’s former chief knowledge officer, who explains that proper project engagement is achieved by clearly defining teams, clients, and partners; understanding their roles, expectations, and needs; and fostering alignment, support and collaboration.


---


 ",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN3-V01&cm_locale=en,Mener à bien des projets complexes grâce au travail d’équipe et à la collaboration (TRN3-V01),"Dans cette vidéo, Edward Hoffman, Ph. D. et ancien responsable des connaissances à la NASA, explique qu’une bonne mobilisation dans un projet passe par une définition claire des équipes, de la clientèle et des partenaires, par la compréhension de leurs rôles, de leurs attentes et de leurs besoins, ainsi que par la promotion de la cohésion, du soutien et de la collaboration.",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN3-V01&cm_locale=fr,CSPS/EFPC,Brightspace - No Registration,Yes/Oui,"TRN415 - Project Management and the Senior Leader/La gestion de projet et la haute direction,TRN338 - Project Management for Executives/Gestion de projet pour les cadres","Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",3:05,3:05,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Project Management/Gestion de project,"Project and product management/Gestion de produits et de projets,Working with others/Travailler ensemble,Leadership/Leadership",,,Managing teams/Gestion d’équipe,,,Collaboration and partnership/Collaboration et partenariat,Results orientation/Orientation vers des résultats,
TRN3-V02,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Video/Vidéo,Introduction to Business Cases (TRN3-V02),"This video explains what a business case is, its use and function within the Government of Canada, and the process of drafting one.",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN3-V02&cm_locale=en,Introduction aux analyses de rentabilisation (TRN3-V02),"Cette vidéo explique ce qu'est une analyse de rentabilisation, son utilité et sa fonction au sein du gouvernement du Canada, ainsi que son processus de rédaction.",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN3-V02&cm_locale=fr ,CSPS/EFPC,Brightspace - No Registration,No/Non,,"Employees/Employés,Supervisors/Superviseurs,Managers/Gestionnaires,Functional Specialists/Spécialistes fonctionnels,Executives/Cadres,""Sr. Leaders (ADMS, DMs)/Haute direction (SMA, SM)""",3:53,4:37,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Project Management/Gestion de project,Project and product management/Gestion de produits et de projets,,,,,,,"Risk management/Gestion du risque,Business and finance/Affaires et finances,Decision making/Prise de décision",
TRN4-J01,Active / Shown in catalogue,Executive Learning/Apprentissage pour les cadres,Job aid/Outil de travail,Leading in Uncertainty: Activating Remote Teams (TRN4-J01),This job aid provides quick reference tips for leaders on how to activate remote teams during uncertain times.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J01&cm_locale=en,Diriger une équipe en période d'incertitude : Stimuler les équipes opérant à distance (TRN4-J01),Cet outil de travail fournit des conseils aux leaders sur la façon de stimuler les membres d'une équipe travaillant à distance en période d'incertitude.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J01&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Working with others/Travailler ensemble",,,Managing teams/Gestion d’équipe,,,"Collaboration and partnership/Collaboration et partenariat,Virtual work/Travail virtuel",,
TRN4-J03,Active / Shown in catalogue,Executive Learning/Apprentissage pour les cadres,Job aid/Outil de travail,Leading in Uncertainty: Using the Cynefin Framework to Excel as a Leader (TRN4-J03),This job aid explains the Cynefin framework and how to use it in times of uncertainty and unpredictability.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J03&cm_locale=en,Diriger une équipe en période d'incertitude : Utiliser le modèle Cynefin pour exceller comme leader (TRN4-J03),Cet outil de travail présente le modèle Cynefin et son utilisation en période d'incertitude et d'imprévisibilité.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J03&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Working with others/Travailler ensemble",,,"Strategic thinking/Réflexion stratégique,Self-awareness/Conscience de soi,Change management/Gestion du changement",,,,,
TRN4-J04,Active / Shown in catalogue,Executive Learning/Apprentissage pour les cadres,Job aid/Outil de travail,Leading in Uncertainty: Using the VUCA Approach (TRN4-J04),"This job aid provides tips for leading in times of volatility, uncertainty, complexity and ambiguity (VUCA).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J04&cm_locale=en,Diriger une équipe en période d'incertitude : Utiliser la méthode VUCA (TRN4-J04),"Cet outil de travail fournit des conseils sur la gestion d'une équipe qui fait face à de l'incertitude, de la complexité ou de l'ambiguïté (méthode VUCA).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J04&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Working with others/Travailler ensemble",,,"Managing teams/Gestion d’équipe,Change management/Gestion du changement",,,Virtual work/Travail virtuel,,
TRN4-J07,Active / Shown in catalogue,Executive Learning/Apprentissage pour les cadres,Job aid/Outil de travail,Shape Your World with E-Mentoring (TRN4-J07),This job aid for virtual team leaders encourages the use of e-mentoring to cultivate a people-centred leadership style.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J07&cm_locale=en,Transformez votre monde grâce au mentorat en ligne (TRN4-J07),Cet outil de travail destiné aux chefs d'équipe virtuelle porte sur l'utilisation du mentorat en ligne pour exercer un leadership axé sur les personnes.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J07&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Working with others/Travailler ensemble,Leadership/Leadership,Communication/Communication",Interpersonal communication/Communication interpersonnelle,,Coaching and mentoring/Coaching et mentorat,,,Virtual work/Travail virtuel,,
TRN4-J08,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Mindfulness: Finding Peace in a Changing Environment (TRN4-J08),This job aid offers tips and simple exercises for practising the seven pillars of mindfulness.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J08&cm_locale=en,La pleine conscience - une façon de trouver la paix dans un environnement changeant (TRN4-J08),Cet outil de travail présente des conseils et propose des exercices simples sur les sept piliers de la pleine conscience.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J08&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Wellbeing/Mieux-être,Leadership/Leadership",,,Self-awareness/Conscience de soi,Healthy workplace/Milieu de travail sain,,,,
TRN4-J09,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Resilience at Work: Building a Strong and Healthy Team (TRN4-J09),This job aid for supervisors and managers provides strategies and tips on building resilience in the workplace and effectively adapting to change.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J09&cm_locale=en,La résilience au travail - Bâtir une équipe forte et saine (TRN4-J09),Cet outil de travail destiné aux superviseurs et aux gestionnaires fournit des stratégies et des conseils pour favoriser la résilience au travail et s'adapter au changement de manière efficace.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J09&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Wellbeing/Mieux-être,Leadership/Leadership,Working with others/Travailler ensemble",,,,"Resilience/Résilience,Healthy workplace/Milieu de travail sain",,Collaboration and partnership/Collaboration et partenariat,,
TRN4-J10,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Helping People Through Transition (TRN4-J10),This job aid for supervisors and managers explores the natural responses to change and provides strategies for proactively supporting others through a period of transition.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J10&cm_locale=en,Aider les autres pendant une transition (TRN4-J10),"Cet outil de travail destiné aux superviseurs et aux gestionnaires explore les réactions naturelles des gens au changement et fournit des stratégies permettant d'aider les autres, de façon proactive, pendant une période de transition.",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J10&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Working with others/Travailler ensemble,Wellbeing/Mieux-être",,,Change management/Gestion du changement,Resilience/Résilience,,Managing teams/Gestion d’équipe,,
TRN4-J15,Active / Shown in catalogue,Executive Learning/Apprentissage pour les cadres,Job aid/Outil de travail,Learning Journal for EXecuTALK: Building and Maintaining a Culture of Inclusion (TRN4-J15),This job aid serves as a learning journal to support your experience following the EXecuTALK: Building and Maintaining a Culture of Inclusion event.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J15&cm_locale=en,Entre cadres : Créer et maintenir une culture de l'inclusion - Journal d'apprentissage (TRN4-J15),Cet outil de travail sert de journal d'apprentissage pour étayer l'expérience de l'événement Entre cadres : Créer et maintenir une culture de l'inclusion.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J15&cm_locale=fr,CSPS/EFPC,CSPS website,,,,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,""Diversity, inclusion and Indigenous reconciliation/Diversité, inclusion et réconciliation avec les Autochtones""",,,,,Respectful workplace/Milieu de travail respectueux,,,
TRN4-J16,Active / Shown in catalogue,Executive Learning/Apprentissage pour les cadres,Job aid/Outil de travail,Learning Journal for EXecuTALK: Allyship and the Executive Ally (TRN4-J16),This job aid serves as a learning journal to support your experience following the EXecuTALK: Allyship and the Executive Ally event.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J16&cm_locale=en,Entre cadres : Le concept d'allié à l'échelon de la direction - Journal d'apprentissage (TRN4-J16),Cet outil de travail sert de journal d'apprentissage pour étayer l'expérience de l'événement Entre cadres : Le concept d'allié à l'échelon de la direction.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J16&cm_locale=fr,CSPS/EFPC,CSPS website,,,,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,""Diversity, inclusion and Indigenous reconciliation/Diversité, inclusion et réconciliation avec les Autochtones"",Government operations/Opérations gouvernementales",,,,,"Respectful workplace/Milieu de travail respectueux,Anti-racism/Anti-racisme",,,Policy and regulation/Politiques et réglementation
TRN4-J17,Active / Shown in catalogue,Executive Learning/Apprentissage pour les cadres,Job aid/Outil de travail,Learning Journal for EXecuTALK: The Executive Sponsor – Making Room for New Voices (TRN4-J17),This job aid serves as a learning journal to support your experience following the EXecuTALK: The Executive Sponsor - Making Room for New Voices event.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J17&cm_locale=en,Entre cadres : Parrainage entre cadres : Faire place aux nouvelles voix - Journal d'apprentissage (TRN4-J17),Cet outil de travail sert de journal d'apprentissage pour étayer l'expérience de l'événement Entre cadres : Parrainage entre cadres : Faire place aux nouvelles voix.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J17&cm_locale=fr,CSPS/EFPC,CSPS website,,,,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,""Diversity, inclusion and Indigenous reconciliation/Diversité, inclusion et réconciliation avec les Autochtones""",,,,,"Respectful workplace/Milieu de travail respectueux,Anti-racism/Anti-racisme",,,
TRN4-J18,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Six Practical Ways for Teams to Embrace Vulnerability (TRN4-J18),This job aid describes six practical approaches that can help teams to embrace vulnerability as a strength in leadership.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J18&cm_locale=en,Six approches pratiques permettant aux équipes de faire place à la vulnérabilité (TRN4-J18),Cet outil de travail décrit les six approches pratiques qui peuvent aider les équipes à considérer la vulnérabilité comme une force pour les leaders.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J18&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Supervisors/Superviseurs,Managers/Gestionnaires,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Working with others/Travailler ensemble",,,"Self-awareness/Conscience de soi,Managing teams/Gestion d’équipe",,,Managing teams/Gestion d’équipe,,
TRN4-J19,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Six Practical Ways for Managers to Embrace Vulnerability (TRN4-J19),This job aid describes six practical approaches that can help managers to embrace vulnerability as a strength in leadership.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J19&cm_locale=en,Six approches pratiques permettant aux gestionnaires de faire place à la vulnérabilité (TRN4-J19),Cet outil de travail décrit les six approches pratiques qui peuvent aider les gestionnaires à considérer la vulnérabilité comme une force pour les leaders.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J19&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Supervisors/Superviseurs,Managers/Gestionnaires,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Working with others/Travailler ensemble",,,"Self-awareness/Conscience de soi,Managing teams/Gestion d’équipe",,,Managing teams/Gestion d’équipe,,
TRN4-J20,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: Job Aid Series (TRN4-J20),"This series of 10 job aids provides quick reference information for work teams on how to design and implement team pulse surveys to support team engagement, positivity and productivity in the workplace.",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J20&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : Série d'outils de travail (TRN4-J20),"Cette série de dix outils de travail fournit des renseignements aux équipes sur la façon de concevoir et de mettre en œuvre des sondages éclair afin d'appuyer la mobilisation, la positivité et la productivité dans leur milieu de travail. ",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J20&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
TRN4-J21,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: Engaging Your Team (TRN4-J21),"This job aid describes team engagement and the factors that contribute to it, which can help to identify potential questions for use in team pulse surveys (1 of 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J21&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : Mobiliser son équipe (TRN4-J21),"Cet outil de travail décrit la mobilisation de l'équipe et les éléments qui y contribuent, ce qui peut aider à établir les questions à utiliser dans les sondages éclair (1 de 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J21&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
TRN4-J22,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: About Pulse Surveys (TRN4-J22),This job aid explains team pulse surveys and the various ways they can be used in the workplace (2 of 10). ,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J22&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : À propos des sondages éclair (TRN4-J22),Cet outil de travail définit les sondages éclair et les différentes façons dont on peut les utiliser au travail (2 de 10).,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J22&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
TRN4-J23,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: Model for Team Pulse Surveys (TRN4-J23),This job aid presents a six-step model of best practices when designing and using team pulse surveys (3 of 10).,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J23&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : Modèle de sondage éclair à mener auprès de son équipe (TRN4-J23),Cet outil de travail présente un modèle à six étapes contenant des pratiques exemplaires pour concevoir et utiliser les sondages éclair (3 de 10).,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J23&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
TRN4-J24,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: Choosing Pulse Survey Software and Services (TRN4-J24),"This job aid provides guidance on administering team pulse surveys, with a focus on software and services (4 of 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J24&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : Choisir un logiciel et des services pour mener un sondage éclair (TRN4-J24),"Cet outil de travail présente des conseils sur la gestion des sondages éclair, plus particulièrement en ce qui concerne les logiciels et les services utilisés (4 de 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J24&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
TRN4-J25,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: Developing Pulse Survey Questions (TRN4-J25),"This job aid offers advice on question design, which is a critical step in creating effective team pulse surveys (5 of 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J25&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : Élaborer les questions d’un sondage éclair (TRN4-J25),"Cet outil de travail présente des conseils sur la conception de questions, une étape clé dans la création d'un sondage éclair efficace (5 de 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J25&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
